34033 -467.35265922473536
67199 -469.0814425137614
68177 -469.285956373952
13902 -469.8332930336177
51080 -470.25761367610113
51082 -470.25761367610113
51488 -470.5441076042488
82059 -471.229449312889
65019 -471.8991683229972
65942 -472.53325234169193
63279 -472.6720909368467
41275 -472.7547756305696
62324 -473.0109831347715
28125 -473.61746893716474
38614 -473.61746893716474
52752 -473.61746893716474
71547 -473.61746893716474
82567 -473.61746893716474
13151 -473.6293836509379
64393 -474.7043236569913
26074 -474.788959370826
63311 -475.1240126258056
63307 -475.4355656634619
62314 -476.0822010275448
35105 -476.45009065210235
36308 -476.9327555032895
