19488 -95.38000994872804
8768 -96.51660505230457
79605 -96.78983940715364
35104 -97.1768485852792
41487 -98.61528577527362
42907 -101.09244590155261
43962 -101.20090367056504
3641 -101.83200871999202
3610 -101.93170458876435
55797 -101.93471421026038
55914 -102.35962674022068
83238 -102.4291986542735
48692 -102.68401431092906
11114 -102.99851864847099
34428 -103.22538974115416
76750 -103.77744373050206
76779 -103.80801419969221
70629 -104.78846940730972
46422 -105.02525659092245
37153 -105.18514023721431
54695 -105.44230568155301
26322 -105.46767071948429
58438 -105.50781975832076
15404 -105.66118753575495
59914 -105.72252213212708
61191 -106.51751922721522
19365 -106.83019991934546
58126 -107.20341444834344
60305 -107.34337176569721
70643 -107.60339311696545
60227 -107.78819281324866
73988 -107.88066330001587
9473 -108.10169294208832
72885 -109.06766037583456
25548 -109.09146043776731
82677 -109.31047707401851
12740 -109.65067383724373
43806 -109.73118812280936
84892 -109.77508611503035
72605 -109.80362531806617
22906 -111.31852934631326
25956 -111.31852934631326
52913 -111.31852934631326
5650 -111.31852934631326
64168 -111.31852934631326
78418 -111.31852934631326
