22679 -72.75195192108445
82679 -74.63580240738693
52940 -75.58487840625307
82616 -76.20312229031276
75243 -76.64948062944677
52741 -77.08966701339469
66894 -77.19395151691901
68716 -78.52714835813116
79585 -78.58456647153318
60110 -78.73670039887205
74010 -79.26649722750689
20188 -79.32392635801901
79369 -80.28318037436205
86514 -80.50624879756259
78863 -80.52112755792865
82598 -80.5677317873182
71555 -80.68109754588798
71543 -80.85928722674251
82279 -80.9132906412454
71542 -81.08317261621943
85143 -81.0933382129229
73431 -81.21189320037374
70303 -81.26129010617088
74017 -81.32069648976398
78749 -81.4010511865034
77250 -81.51135087890538
79559 -81.67588610445955
76422 -82.26799870380785
68718 -82.47426393426284
82609 -82.7794584876404
81084 -82.7980064149827
83284 -82.87092742389183
3541 -83.14473132794302
79864 -83.29550671147109
32034 -83.32985416530587
72816 -83.60454278733374
13248 -83.60459632216015
43329 -84.58931288778572
53140 -85.28883973159455
67922 -85.70028001027754
83291 -85.7668584426321
49463 -86.11088527348032
24911 -86.94830516090732
26903 -88.1757101922461
49575 -88.1757101922461
51927 -88.1757101922461
