59464 -295.26217936531975
70466 -296.06353483299927
85553 -296.7937346760839
78269 -301.5065709002305
81350 -302.4107855283158
78115 -304.08764029824584
68780 -305.3341731198752
53046 -305.3446562930052
5166 -305.56693804997127
38383 -306.5985233144735
48882 -307.90232263340755
58748 -311.77522598142633
83201 -312.4992724507289
27128 -313.0569395955647
41121 -313.3566890793982
64800 -313.3587236905497
6104 -314.5505758324607
8620 -314.8467091571476
54467 -314.98868637606745
38350 -315.1104014096199
34745 -315.1654889743519
27209 -315.795792826154
22002 -316.3693333675309
12858 -317.2024370217573
18250 -317.5804660527877
54214 -317.6351489143909
85601 -321.6947542148342
22021 -322.0950259543258
13364 -322.16391178828417
39944 -322.5939879122217
47596 -322.6022528001091
39961 -322.7153488492394
13348 -323.028317919514
54208 -323.1294213135451
18246 -323.36634058451955
69471 -323.79083426489905
54220 -324.00202294221276
83304 -324.7479772566395
14376 -325.0818492705018
61149 -325.80175114208487
16894 -326.8272959213366
15927 -326.98120986874693
5410 -327.01537891724684
5418 -327.0192831254718
78125 -327.9670806697845
23536 -328.45056987601566
30217 -331.1668369501636
27966 -331.1719924392197
19797 -331.19815907100644
22961 -331.19815907100644
7937 -331.21125772335944
17276 -331.212904314625
6635 -331.21844859526885
31141 -331.23023380211777
42641 -331.95908978640034
68028 -331.95908978640034
73326 -331.95908978640034
