82290 -106.5301804302063
83932 -110.09797776410647
19961 -110.37761445201974
2829 -110.99866958389737
10759 -111.58301033543646
5176 -111.70240429809361
5177 -111.70240429809361
33970 -112.10969696466366
26058 -112.64112315871463
10810 -112.7117804907574
54925 -113.5594028417557
49600 -113.6611039709527
54814 -114.0427790141239
8780 -114.73297093887122
22169 -115.33434285714848
50314 -115.42660115150086
80518 -116.26731187185646
54765 -117.59179190715261
84272 -117.95961917788291
49460 -118.02252345058764
22662 -118.3012441009121
32662 -119.6575612753084
63369 -120.28344985591494
82392 -120.44301778658374
82981 -120.4918161544679
81929 -120.76475435391481
50264 -120.90911499008482
76353 -121.18854969921188
58507 -121.28234638716168
52263 -121.92186898269452
43241 -122.11003293638883
14942 -122.17788347637344
58553 -122.54529640591667
77920 -122.63807519512258
80449 -122.63807519512258
84420 -123.14850663056501
14838 -123.19417961260233
79295 -123.87511974135785
57755 -124.28287193806173
8938 -124.30356611664372
61652 -124.66824088168698
44714 -124.8298295549416
52301 -124.87823442938137
67204 -125.22967899803729
5650 -125.666774014217
49709 -125.85102764454297
78878 -126.24615003733669
85265 -126.30031608121246
76314 -126.77410862847286
56511 -126.79549562975362
35073 -127.05848009442144
84364 -127.26291319216168
63616 -127.86697267893122
