59659 -190.50595643859188
58438 -196.7178159161051
73397 -198.23211386487142
26253 -199.45888419259205
84627 -202.88031422738192
74778 -203.1632375198633
56579 -203.3316681165877
75562 -203.72915000360504
60928 -204.786619062621
43806 -204.88465361804023
14567 -205.00554698390755
73337 -205.077021897166
73372 -205.93331754192334
66785 -206.03351187470238
5870 -206.31168892604043
13142 -206.32019652916279
3169 -206.56878995989138
21172 -206.95185524213312
10616 -206.97176486118772
69112 -207.00425364620077
74790 -207.59238939329978
74917 -207.61610117126324
12890 -207.730515976467
46142 -207.9276108890184
53308 -208.19717109351274
12892 -208.54038626854683
14098 -209.01241746586078
54608 -209.76922952459444
26301 -210.14424793436052
15065 -211.95429271586903
49545 -212.86663566319473
