['86042', '9.568075186632178']
['86961', '9.568075186632178']
['15744', '9.563228802747815']
['33961', '9.460882197440046']
['64966', '9.273295041884442']
['51493', '9.147946137702187']
['49633', '9.036341406557037']
['48148', '8.964532506290075']
['80483', '8.80025537037863']
['80484', '8.80025537037863']
['80884', '8.80025537037863']
['65210', '8.568259693916463']
['5225', '8.41001562522327']
['5226', '8.41001562522327']
['2493', '8.315076262753992']
['2494', '8.315076262753992']
['3008', '8.214612794199502']
['5004', '8.177871004357446']
['40239', '8.071590559703605']
['48587', '7.160193868663603']
['5223', '6.961433229064854']
['38229', '2.87371070358569']
['59813', '2.558442650871563']
['26711', '2.4234631330937653']
['80118', '2.4215233354745798']
['28198', '2.394616390579512']
['31141', '2.3063242933652837']
['27966', '2.199356380584714']
['22961', '2.1566860791783427']
['7937', '2.1329337000995325']
['6635', '2.10600172273725']
['50202', '2.029246622497455']
['40259', '2.022870197153159']
['17650', '1.2948162945630755']
['25263', '1.2387030949158209']
['52175', '0.0']
['62213', '0.0']
