['16841', '16.83603778411891']
['73731', '12.633027335206405']
['49023', '11.76894161073474']
['55891', '10.397034607050468']
['16723', '10.244634929787974']
['68829', '9.045041746661521']
['35782', '8.982368314053248']
['51441', '8.475496214667256']
['7914', '8.008921899998905']
['6386', '6.808597318944864']
['6409', '6.718850570866639']
['8085', '6.699784793494738']
['76556', '6.696743267230053']
['41521', '6.109455082875677']
['2800', '5.738583556156284']
['67135', '5.659663949042711']
['86068', '5.635187248707458']
['31281', '5.076497550587309']
['32963', '5.039998521677769']
['32528', '4.911169264822325']
['53259', '4.779907791117383']
['76481', '4.773756570139917']
['50516', '4.763533798990585']
['47424', '4.7467768433689255']
['56686', '4.73071386608241']
['70606', '2.4910894809614055']
['70619', '2.468706077707249']
['61487', '2.4284809795054194']
['49731', '2.4073314748658152']
['55974', '2.3889186539788234']
['6399', '2.368188749252849']
['70854', '2.3594275838505974']
['19526', '2.327179599425276']
['41355', '2.319324497796002']
['3648', '2.308147607972447']
['53364', '2.2590171265805163']
['67169', '2.2561820952838394']
['75558', '2.252448601830403']
['44597', '1.9966593136575452']
['59301', '1.9791409747417907']
['46632', '1.9748093170232002']
['61644', '1.8919909885305433']
['64336', '1.8607765512988617']
['25029', '0.0']
