['15776', '12.238149262760194']
['70556', '11.632605948309369']
['18235', '11.465888013127104']
['69863', '10.76267238426192']
['75483', '9.500905056982507']
['60528', '9.169904166371525']
['46458', '8.061422480088023']
['60483', '7.174112867029343']
['4063', '4.282381880748613']
['68037', '3.4754999184173694']
['73550', '3.4662212371657954']
['11715', '3.419320684146876']
['22585', '3.4061150778255307']
['47530', '3.2704457520655374']
['22584', '2.2100827959283897']
['21688', '2.196869483727561']
['70456', '1.991784145864489']
['11352', '0.0']
['11732', '0.0']
['14554', '0.0']
['19930', '0.0']
['4075', '0.0']
['6985', '0.0']
['8125', '0.0']
