['66879', '13.765697004839843']
['85322', '10.096158637511936']
['61252', '10.031884811396194']
['81418', '8.150155334973928']
['80107', '8.112856324988023']
['39136', '8.110057977791651']
['78455', '7.682681907529225']
['80039', '7.385822860260949']
['46874', '7.345767913412582']
['82828', '7.220044538635717']
['4650', '6.999467822750112']
['78483', '6.758641344415681']
['74200', '6.6449455081879645']
['27297', '6.432016989413612']
['21644', '6.399294809845518']
['85108', '6.031397671135058']
['49235', '5.6995955033037236']
['78456', '5.699190163106591']
['81444', '5.655450047375078']
['53354', '5.450138289702243']
['65604', '5.071897382997622']
['52319', '4.88082143224296']
['77179', '4.832741067669775']
['30868', '4.447045352947229']
['55560', '4.409886148293488']
['33539', '4.273051716622411']
['5951', '3.923368152715548']
['13233', '3.8223070233059575']
['49674', '3.8218310360521506']
['62388', '3.5117789660582344']
['81237', '3.5060961693064274']
['22546', '3.1996768825928243']
['56624', '3.1576886231585006']
['50142', '2.4363586783615165']
['48265', '2.41187163607303']
['11151', '0.0']
['11889', '0.0']
['15646', '0.0']
['15811', '0.0']
['21408', '0.0']
['23165', '0.0']
['24560', '0.0']
['28529', '0.0']
['30000', '0.0']
['3401', '0.0']
['47449', '0.0']
['51789', '0.0']
['54780', '0.0']
['63616', '0.0']
['74640', '0.0']
