['57876', '6.353870587879333']
['71894', '5.567766024075723']
['42848', '5.5159931320582265']
['2738', '4.975895336239221']
['65311', '4.071092079431858']
['65501', '4.070794436714951']
['78998', '4.068667785385451']
['79698', '4.068667785385451']
['80891', '4.068247867168753']
['52721', '4.068080254998359']
['34733', '4.023088695097266']
['67275', '4.013200704709766']
['67433', '4.013200704709766']
['65465', '4.0117263881555605']
['66118', '4.0117263881555605']
['59518', '4.004062592335583']
['46122', '4.0003509650700275']
['49229', '4.0003509650700275']
['68756', '3.9872477193604734']
['44221', '3.9466993071839855']
['40131', '3.8201766924198743']
['41556', '3.8201766924198743']
['82689', '3.7961805715078123']
['78305', '3.7782630794298604']
['7741', '3.77474544379334']
['31784', '3.762150114786059']
['86691', '3.738710159457613']
['66181', '3.5079911776333077']
['42847', '2.794149012160478']
