['41275', '6.755068012554513']
['51080', '6.184224724761527']
['51082', '6.184224724761527']
['65942', '5.887736196983093']
['34033', '5.4768921088731926']
['68177', '5.258369905683173']
['51488', '4.25676534409299']
['65019', '4.063804220982187']
['71547', '2.086088689288235']
['82567', '2.0852813343599417']
['38614', '2.0846762281501707']
['28125', '2.083668497821127']
['52752', '2.083668497821127']
['13151', '2.08125391545321']
['62324', '1.8976690060230614']
['67199', '1.874719066946626']
['26074', '1.7611601297726347']
['13902', '1.7486297196823832']
['64393', '1.7395966889685142']
['82059', '1.580672348758475']
['63311', '1.467051453852046']
['62314', '1.370472719258799']
['63307', '1.3168802534558606']
['35105', '1.0166162653311646']
['63279', '1.0074918111920663']
['36308', '0.9825066021617744']
