['77971', '12.670784728736269']
['20899', '12.027389610410337']
['49872', '12.004282160981258']
['2552', '11.756928376572066']
['37732', '11.647935255426342']
['56318', '11.303919129400017']
['50734', '11.276018385899938']
['40341', '10.861966128919555']
['65378', '10.810039956450115']
['22407', '10.693312929174166']
['47714', '10.558406899392754']
['56045', '10.243844056260535']
['56248', '10.243844056260535']
['62620', '10.16774895348286']
['75463', '9.846175064975629']
['21088', '9.822544183480922']
['74775', '9.738492774558317']
['20785', '9.624131855758057']
['21089', '9.537882441909119']
['48342', '9.530055915530193']
['48174', '9.335937767117612']
['50408', '9.335937767117612']
['59382', '9.324889265920191']
['59561', '9.324889265920191']
['48181', '9.289170007277225']
['50413', '9.289170007277225']
['18216', '9.184632867510887']
['18110', '9.087346261167324']
['46942', '9.08511283452781']
['47257', '9.08511283452781']
['20823', '9.008976471331254']
['22692', '9.008976471331254']
['22894', '9.008603426242654']
['47663', '8.973758583829555']
['77921', '8.946357165894286']
['5014', '8.910542624722781']
['62056', '8.635368444787225']
['62544', '8.635368444787225']
['67894', '8.563681596078244']
['20892', '8.209202711035626']
['60709', '8.20299660783745']
['66012', '8.20299660783745']
['20837', '8.16311936621156']
['22446', '8.16311936621156']
['68024', '8.037761565626301']
['67551', '8.033014963536758']
['64742', '8.016807206559248']
['73012', '7.993777709969023']
['67787', '7.728065710227025']
['60030', '5.657844413502254']
['56055', '5.646394520065545']
['60088', '5.646394520065545']
['30182', '5.614812414269381']
['56066', '5.5920743337544625']
['47015', '5.47028981144423']
['36554', '5.400396813297098']
['57866', '5.399622642323278']
['46725', '5.3824336283767105']
['36618', '5.366579378283073']
['38479', '5.366579378283073']
['56319', '5.338742097335672']
['25174', '5.306580164752903']
['37729', '5.2837751427315816']
['4973', '5.272900887218354']
['4955', '5.266621591037049']
['8466', '5.266621591037049']
['4976', '5.264296439986055']
['35333', '5.164096382016991']
['21110', '5.152709110042774']
['44872', '5.1156233687088735']
['58787', '5.032078759617033']
['58956', '5.032078759617033']
['47078', '4.990809576235934']
['47003', '4.981501020527076']
['50366', '4.9629322536069616']
['56253', '4.850456795814692']
['56150', '4.846259953605326']
['56252', '4.846259953605326']
['67886', '4.841124954923294']
['49889', '4.838271235388503']
['7576', '4.829150144380798']
['10228', '4.824958997340425']
['48268', '4.809458584266655']
['54749', '4.746150776635852']
['54315', '4.742037354119211']
['65477', '4.7402521600488985']
['69536', '4.735653851291924']
['69426', '4.711763430213066']
['56244', '4.629280005177242']
['53572', '4.46956016600274']
['65544', '4.412779600298447']
['66119', '4.412779600298447']
['68513', '4.409511878405427']
['59417', '4.278619597776215']
['59577', '4.278619597776215']
['67968', '3.9609815768871126']
['67793', '3.506438807053536']
['82540', '2.889119257204425']
