['74695', '15.730325677509548']
['35853', '14.390800602637075']
['54844', '12.828577065791823']
['74681', '11.413651654317613']
['84398', '10.239575151859547']
['9544', '8.4634176444974']
['71102', '8.094244923047807']
['32662', '7.53911844915562']
['6939', '7.387491435446499']
['82290', '6.791468661786801']
['35755', '6.703782850908879']
['54925', '6.356824969110729']
['54814', '6.291074850948242']
['37425', '5.713187209976476']
['67204', '5.602161526359905']
['65692', '5.5248172219928895']
['62187', '4.927029182565827']
['74652', '4.882024139324106']
['62586', '4.808087657217041']
['57569', '4.757567229689146']
['60811', '4.661503521898091']
['81694', '3.606449303720754']
['79525', '3.5010843995571674']
['49709', '2.976047446272197']
['48566', '2.958085604284163']
['61652', '2.862753885431458']
['28762', '2.852801211738611']
['28903', '2.8153141509850923']
['78878', '2.8137212964085574']
['4786', '2.8134994052570903']
['77779', '2.8091939377515414']
['5650', '2.6932493393229597']
['37672', '2.6701159798528638']
['28126', '2.660417258671542']
['56511', '2.643646441742053']
['10759', '2.5075742262189085']
['32575', '2.4747030725907075']
['64967', '2.3916590014683567']
['8780', '2.369107037730553']
['73186', '2.3328001569483967']
['60471', '2.332305317951633']
['58507', '2.3033119320540107']
['13884', '1.984514368557926']
['61461', '1.9148638697096758']
['86304', '1.4295980705831521']
['85281', '0.0']
['85806', '0.0']
