['80908', '8.850306932008644']
['20763', '7.932101719028054']
['61677', '6.998976775970948']
['28903', '6.954024245147494']
['64892', '6.688810486430162']
['43173', '6.556484274696514']
['2906', '6.473681554831344']
['84529', '4.972799211853753']
['47129', '4.538183068510113']
['35104', '4.4856883998367305']
['50269', '4.359955432421188']
['28826', '4.219113125001557']
['9544', '4.0083038975274645']
['43241', '3.8898887553920285']
['33112', '3.5454099170084943']
['72892', '3.020378745576836']
['37614', '2.9174106632922']
['26058', '2.578185964365863']
['63369', '2.4897150015926752']
['13367', '1.7342028853514253']
['63176', '1.6150375552542209']
['26651', '0.0']
['2798', '0.0']
['49709', '0.0']
['53426', '0.0']
['57755', '0.0']
['59350', '0.0']
['64442', '0.0']
['68843', '0.0']
['69421', '0.0']
['8300', '0.0']
['83223', '0.0']
