['18879', '11.916054717802098']
['38452', '10.186198500314415']
['60810', '9.960112506376223']
['72354', '8.150553479555786']
['26700', '7.9086419332536355']
['25303', '7.855451626128698']
['28014', '7.751444247879641']
['21110', '7.385143408087677']
['38330', '6.794675443527983']
['78708', '6.439608908725011']
['58634', '5.039791686177011']
['24474', '4.591374755340461']
['37685', '3.8688913574775845']
['55340', '3.338217512024884']
['57956', '3.338217512024884']
['16921', '2.7875646541003825']
['18405', '2.663039335121028']
['20834', '0.0']
['28789', '0.0']
['34534', '0.0']
['34622', '0.0']
['39347', '0.0']
['5723', '0.0']
['58581', '0.0']
['84591', '0.0']
