['70466', '14.591357240421331']
['59464', '14.206215508805471']
['78115', '14.092369377013572']
['78269', '13.944281055406352']
['83201', '13.007249718654075']
['85553', '12.901508179216226']
['58748', '11.17200900254861']
['5166', '11.164588666209834']
['53046', '10.829896860255548']
['81350', '10.293731179645208']
['12858', '7.841529992104666']
['48882', '7.376497214056399']
['34745', '7.245631650787331']
['41121', '7.16745631770938']
['68780', '6.8174280922456685']
['64800', '6.772899353044815']
['54467', '6.7376930001084645']
['6104', '6.733317924625089']
['8620', '6.733317924625089']
['38383', '6.69419644303707']
['54208', '4.194663972770704']
['18246', '4.158863772926471']
['22021', '4.084953482479059']
['39944', '4.059430754227577']
['38350', '4.028339629483931']
['54214', '3.996274720061159']
['18250', '3.964716242155956']
['27209', '3.8531082235408864']
['85601', '3.798710560107491']
['61149', '3.6733168156807494']
['27128', '3.6591412419032525']
['13364', '3.611805687045286']
['47596', '3.6037492470788783']
['39961', '3.5954057295190056']
['13348', '3.5904014205316352']
['22002', '3.569249351182939']
['83304', '3.4429837123514146']
['14376', '3.4026781156669137']
['69471', '3.1575023190195837']
['54220', '3.1229166665340804']
['16894', '2.8594520876970426']
['15927', '2.8443495032887958']
['30217', '0.7865640465925591']
['27966', '0.7769810553424178']
['19797', '0.7573137762915602']
['22961', '0.7573137762915602']
['7937', '0.7464667116225728']
['17276', '0.7462368533638132']
['6635', '0.7342536847188299']
['31141', '0.7213586544214314']
['23536', '0.0']
['42641', '0.0']
['5410', '0.0']
['5418', '0.0']
['68028', '0.0']
['73326', '0.0']
['78125', '0.0']
