['17654', '8.432781294011914']
['14501', '8.172421075465476']
['4300', '5.19386603288851']
['11106', '4.893744454388479']
['54291', '4.82053338021244']
['6237', '4.80089001973192']
['28025', '4.793403598839735']
['32472', '4.75250180263569']
['67785', '4.681585151370112']
['51917', '4.636008426390891']
['35545', '4.61134970061744']
['22691', '4.555307537779145']
['32232', '4.5478495129105525']
['21077', '4.544004059543276']
['27970', '4.532740543910704']
['41461', '4.469529753773667']
['35017', '4.449727472104957']
['19026', '4.442957025628262']
['17689', '4.442854381535351']
['41447', '4.407980987283538']
['50193', '4.3797054959877695']
['19028', '4.313559345706649']
['18525', '4.218845613607902']
['45735', '4.205757160148371']
['8169', '4.193582929507261']
['26072', '4.185506064291268']
['45707', '4.178410589334278']
['86381', '4.176033816621997']
['40278', '4.151777944800247']
['17317', '4.133390380679151']
['22862', '4.131972644863918']
['17648', '4.092815677821787']
['18001', '3.9965430991585364']
['79732', '3.986908343813104']
['3781', '3.967998602589188']
['44236', '3.967704730892007']
['17647', '3.9567379167264445']
['48364', '3.849166225824794']
['11606', '3.837688049842333']
['7057', '3.819821934193247']
['29895', '3.81290233683312']
['17278', '3.8028080173533385']
['29892', '3.7949183444204877']
['26068', '3.787832778213893']
['45721', '3.7638421729786957']
['28622', '3.7547031947210048']
['14673', '3.7393368353340586']
['17361', '3.7364585547134337']
['29196', '3.7280150191931067']
['29271', '3.678300376800114']
['12850', '3.665680503332987']
['52836', '3.656503009000864']
['7773', '3.6558575826497366']
['6299', '3.6396583440737267']
['14505', '3.598516835518952']
['29984', '3.585848885555241']
['12097', '3.5433470077709326']
['15211', '3.5433470077709326']
['16169', '3.5145418092461935']
['68048', '3.496331224636307']
['14512', '3.369221468539741']
['17651', '3.369221468539741']
['29958', '3.3676362919651566']
['29200', '3.3277335913058708']
['17653', '3.141474389878753']
['17652', '3.081492699612366']
['29910', '3.0506241952728357']
['14502', '3.0074305595381983']
['14504', '2.9582336146396617']
['33759', '2.8107605198644268']
['60586', '2.7336389981119016']
['86184', '2.435844478538007']
['18536', '2.353973465672318']
['8796', '2.32495301626396']
['17318', '2.2971229701582594']
['43860', '2.2709007561500933']
['17371', '2.254016123882933']
['29684', '2.225645562227488']
['17687', '2.1611742146112682']
['82244', '2.1217959695128195']
['33155', '2.104397459861376']
['14507', '2.0408529442397145']
['17305', '2.0278532876533992']
['14503', '2.0069699761698674']
['69370', '1.9944452457522208']
['33147', '1.976218422560312']
['17688', '1.9427619798054572']
['15641', '1.8746832272554075']
['76651', '1.7314305655535975']
['29248', '1.5335124341398718']
['14506', '1.490779299112604']
['29916', '1.4859079368197325']
['21738', '0.0']
['27378', '0.0']
['36575', '0.0']
