['58343', '8.576249572220622']
['25063', '8.530851976309126']
['6857', '8.25930911060634']
['44400', '8.256248496848457']
['45396', '7.258444114585126']
['22321', '7.053225730985022']
['18151', '6.508081225316046']
['18393', '6.508081225316046']
['43139', '6.160785776203803']
['11825', '5.9172354854687965']
['35886', '2.9620767155890664']
['13885', '2.959690758776418']
['33779', '2.936785743225961']
['35214', '2.936785743225961']
['57378', '2.886926996960321']
['36005', '2.886009642176055']
['12877', '2.8730792332227177']
['16137', '2.8352211899981796']
['13939', '2.7695796283800433']
['13069', '2.7673126291600316']
['9557', '2.7661583593386454']
['16139', '2.763359388181847']
['20461', '2.731385869255005']
['13065', '2.7012366622613504']
['16767', '2.6953108466037365']
['44009', '2.68484143014565']
['80790', '2.682525046658657']
['2789', '2.6418597654679483']
['38058', '2.603196633288806']
['77763', '2.5996499294275393']
['56423', '2.5758991487926943']
['69819', '2.565460469120414']
['70874', '2.565460469120414']
['42862', '2.5397446043920278']
['42990', '2.5397446043920278']
['35785', '2.5006974071739347']
['55086', '2.4961260866692867']
['38134', '2.429508303804788']
['55052', '2.429508303804788']
['29728', '2.3379920756808596']
['45138', '2.312258110341525']
['22244', '2.2819128472229933']
['11288', '2.218875924848869']
['47161', '2.2040238846194384']
['46978', '2.021317830088105']
['58983', '2.01281681125114']
['72912', '1.96643811605613']
['46402', '1.9589709019072141']
['40745', '1.9123711020649654']
['74567', '1.8695153439096233']
['82249', '1.7701495604759756']
['17115', '0.0']
['28761', '0.0']
['42848', '0.0']
['45414', '0.0']
['66336', '0.0']
['67528', '0.0']
['77680', '0.0']
['8751', '0.0']
