['38244', '17.009601651535288']
['74775', '14.66551193743391']
['77971', '12.709607246240154']
['84331', '12.293873643993319']
['13984', '11.827651997993637']
['79418', '11.441953857333175']
['72052', '11.250138199337005']
['73186', '11.250138199337005']
['76564', '11.250138199337005']
['78866', '10.21390093359131']
['77921', '9.939433963831872']
['80435', '9.334682282145614']
['54175', '8.97277612898421']
['44818', '8.390154214386929']
['54747', '8.036272060113292']
['62470', '7.723880394341906']
['53720', '7.504798686198204']
['54157', '6.637772687622277']
['61734', '6.497382546009748']
['86159', '6.349086052216939']
['86296', '6.212953562860262']
['69461', '5.906880231899452']
['39922', '5.3113815301642235']
['68853', '2.3602736445751926']
['34274', '2.0787642920159204']
['16877', '0.0']
['29942', '0.0']
['36421', '0.0']
['36966', '0.0']
['36985', '0.0']
['36992', '0.0']
['37094', '0.0']
['39110', '0.0']
['39149', '0.0']
['39150', '0.0']
['39153', '0.0']
['4408', '0.0']
['44789', '0.0']
['44857', '0.0']
['45278', '0.0']
['53615', '0.0']
['54203', '0.0']
['55832', '0.0']
['59532', '0.0']
['61683', '0.0']
['61698', '0.0']
['61721', '0.0']
['64629', '0.0']
['64651', '0.0']
['65315', '0.0']
['65439', '0.0']
['66005', '0.0']
['66084', '0.0']
['66820', '0.0']
['67261', '0.0']
['67267', '0.0']
['67271', '0.0']
['67794', '0.0']
['68421', '0.0']
['68856', '0.0']
['68862', '0.0']
['68865', '0.0']
['68921', '0.0']
['69428', '0.0']
['70648', '0.0']
['7121', '0.0']
['71255', '0.0']
['72267', '0.0']
['75018', '0.0']
['82415', '0.0']
